id,country_name,country_code,series,2000,2001,2002,2003,2004,2005,2006,2007,2008,2009,2010,2011,2012,2013,2014,2015,2016,2017,2018
4,Mali,MLI,Health Expenditure,5.56,5.17,5,5.19,5.31,5.05,5.32,5.11,4.93,5.09,4.61,3.95,3.68,3.97,4.48,4.11,3.78,3.79,..
4,Mauritania,MRT,Health Expenditure,4.65,4.82,5.37,5.29,4.78,4.58,3.48,3.72,3.89,4.01,3.42,3.24,3.42,3.69,4.28,4.74,4.13,4.4,..
4,Mauritius,MUS,Health Expenditure,2.9,2.96,3.23,3.22,3.36,3.57,3.65,3.57,3.99,4.23,4.58,4.31,4.28,4.68,5.49,5.7,5.71,5.72,..
4,Namibia,NAM,Health Expenditure,9.75,9.64,9.85,9.99,10.3,10.31,10.24,10.77,9.92,9.04,9.72,9.82,9.51,8.93,8.39,9.94,9.11,8.55,..
4,Rwanda,RWA,Health Expenditure,4.26,3.91,3.67,8.02,8.54,8.78,9.07,9.09,8.47,8.45,8.64,8.36,8.35,6.76,6.9,6.52,6.76,6.57,..
4,Sao Tome and Principe,STP,Health Expenditure,10.51,10.83,10.67,12.62,11.88,11.52,8.28,8.17,7.11,7.19,6.85,6.76,6.48,7.94,6.73,5.39,6.22,6.23,..
4,Senegal,SEN,Health Expenditure,3.57,3.87,4.08,4.33,4.52,3.67,3.71,3.34,3.47,3.8,4,4.19,4.23,4.37,4.4,4.38,4.27,4.13,..
4,Seychelles,SYC,Health Expenditure,4.61,5.39,4.56,5.36,5.2,4.98,4.68,4.09,3.99,3.88,4.83,4.8,5.73,4.51,4.74,4.59,5.18,5.01,..
4,Sierra Leone,SLE,Health Expenditure,11.52,10.97,11.42,10.83,10.96,11.04,10.39,10.04,9.87,11.1,10.94,13.28,10.59,11.57,19.73,20.41,16.53,13.42,..
4,South Africa,ZAF,Health Expenditure,7.44,7.45,6.88,6.91,6.81,6.71,6.59,6.43,6.55,7.11,7.42,7.5,7.75,7.72,7.93,8.2,8.1,8.11,..
4,South Sudan,SSD,Health Expenditure,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,9.76,..
4,Sudan,SDN,Health Expenditure,3.61,3.36,3.3,3.89,4.16,4.09,4.89,5.66,5.42,6.39,5.06,5.62,5.69,6.96,5.68,7.18,6.4,6.34,..
4,Tanzania,TZA,Health Expenditure,3.4,4.19,4.66,5.33,5.75,6.41,7.71,6.98,5.64,5.14,5.3,5.13,5.02,4.65,4.01,3.65,3.96,3.65,..
4,Togo,TGO,Health Expenditure,3.31,3.42,3.45,3.5,3.69,3.97,4.16,4.43,4.44,4.96,5.9,6,6.14,6.3,6.36,6.25,6.58,6.2,..
4,Uganda,UGA,Health Expenditure,7.56,8.34,8.75,8.65,10.29,11.36,11.79,11.68,10.4,9.74,10.52,8.92,7.87,7.25,6.97,6.48,6.33,6.19,..
4,Zambia,ZMB,Health Expenditure,7.15,6.55,6.79,7.19,7.05,6.86,5.87,4.35,4.01,4.43,3.72,3.46,3.93,4.69,3.83,4.44,4.48,4.47,..
4,Zimbabwe,ZWE,Health Expenditure,..,..,..,..,..,..,..,..,..,..,10.67,7.69,6.48,6.55,7.87,7.45,7.65,6.64,..
4,Mozambique,MOZ,Health Expenditure,3.93,5.07,5.07,5.3,5.04,6.44,6.16,5.46,4.57,4.96,5.12,4.48,5.22,5.42,5.97,5.27,5.15,4.94,..
4,Liberia,LBR,Health Expenditure,4.02,3.25,2.76,3.14,7.77,8.85,7.38,9.28,7.37,9.42,8.79,9.23,8.59,8.19,9.06,10.29,9.8,8.16,..
4,Guinea,GIN,Health Expenditure,3.47,3.62,4.05,3.55,3.29,3.09,2.95,3.05,2.89,2.97,3.02,3.79,3.5,3.46,4.78,5.81,5.34,4.12,..
4,Burkina Faso,BFA,Health Expenditure,3.32,3.25,3.34,3.54,4.74,4.44,5.09,5.89,5.23,5.72,5.89,5.23,5.18,6.26,5.62,5.83,7.01,6.92,..
4,Nigeria,NGA,Health Expenditure,3.2,3.19,2.49,5.05,4.63,4.47,4.26,3.91,3.7,3.58,3.3,3.32,3.36,3.42,3.35,3.58,3.65,3.76,..
4,Niger,NER,Health Expenditure,7.2,7.18,7.34,7,7.29,8.2,8.28,7.63,7.39,7.94,6.87,6.65,5.84,5.94,5.85,7.14,6.16,7.74,..
4,Sub-Saharan Africa,SSF,Health Expenditure,5.11,5.26,4.73,5.59,5.58,5.4,5.26,5.13,4.91,5.31,5.25,5.09,5.01,4.98,4.86,5.14,5.09,5.12,..
