id,country_name,country_code,series,2000,2001,2002,2003,2004,2005,2006,2007,2008,2009,2010,2011,2012,2013,2014,2015,2016,2017,2018
6,Niger,NER,Human Development Index,0.253,0.259,0.263,0.268,0.276,0.283,0.29,0.295,0.304,0.309,0.319,0.326,0.338,0.345,0.353,0.36,0.365,0.373,0.377
6,Nigeria,NGA,Human Development Index,..,..,..,0.452,0.462,0.467,0.474,0.479,0.485,0.491,0.484,0.494,0.502,0.52,0.523,0.527,0.528,0.533,0.534
6,Rwanda,RWA,Human Development Index,0.337,0.346,0.361,0.374,0.391,0.409,0.43,0.446,0.456,0.472,0.488,0.496,0.504,0.506,0.513,0.515,0.525,0.529,0.536
6,Sao Tome and Principe,STP,Human Development Index,0.48,0.489,0.494,0.502,0.509,0.517,0.526,0.531,0.532,0.541,0.546,0.553,0.558,0.568,0.577,0.59,0.593,0.603,0.609
6,Senegal,SEN,Human Development Index,0.39,0.406,0.41,0.418,0.426,0.434,0.439,0.448,0.458,0.462,0.468,0.479,0.489,0.494,0.501,0.504,0.506,0.51,0.514
6,Seychelles,SYC,Human Development Index,0.712,0.708,0.709,0.713,0.715,0.731,0.72,0.744,0.748,0.754,0.762,0.755,0.777,0.782,0.796,0.801,0.801,0.8,0.801
6,Sierra Leone,SLE,Human Development Index,0.298,0.302,0.319,0.329,0.338,0.346,0.354,0.368,0.378,0.386,0.391,0.398,0.413,0.426,0.43,0.422,0.423,0.435,0.438
6,South Africa,ZAF,Human Development Index,0.629,0.61,0.618,0.617,0.618,0.62,0.624,0.631,0.644,0.654,0.662,0.663,0.673,0.683,0.691,0.699,0.702,0.704,0.705
6,South Sudan,SSD,Human Development Index,..,..,..,..,..,..,..,..,..,..,0.425,0.443,0.438,0.439,0.435,0.428,0.418,0.414,0.413
6,Sudan,SDN,Human Development Index,0.403,0.409,0.415,0.421,0.43,0.437,0.447,0.452,0.464,0.469,0.471,0.475,0.485,0.477,0.496,0.501,0.505,0.507,0.508
6,Tanzania,TZA,Human Development Index,0.395,0.402,0.412,0.421,0.431,0.442,0.452,0.461,0.47,0.479,0.487,0.492,0.501,0.503,0.509,0.519,0.518,0.522,0.528
6,Togo,TGO,Human Development Index,0.426,0.427,0.428,0.432,0.435,0.437,0.444,0.441,0.449,0.458,0.468,0.48,0.484,0.49,0.495,0.502,0.506,0.51,0.513
6,Uganda,UGA,Human Development Index,0.395,0.403,0.418,0.427,0.427,0.434,0.447,0.457,0.469,0.478,0.489,0.494,0.497,0.503,0.509,0.515,0.52,0.522,0.528
6,Zambia,ZMB,Human Development Index,0.428,0.436,0.445,0.455,0.464,0.475,0.486,0.492,0.507,0.521,0.531,0.541,0.552,0.559,0.565,0.57,0.58,0.589,0.591
6,Zimbabwe,ZWE,Human Development Index,0.452,0.453,0.444,0.43,0.427,0.425,0.429,0.434,0.432,0.448,0.472,0.49,0.516,0.527,0.537,0.544,0.549,0.553,0.563
6,Sub-Saharan Africa,SSF,Human Development Index,0.427,0.431,0.436,0.44,0.447,0.453,0.461,0.469,0.478,0.486,0.491,0.499,0.507,0.513,0.52,0.525,0.528,0.532,0.535
